UAL;Age;Injection;Hydrolysis;Station;specimen_no;depth (cm);max. depth (cm);5 cm group (cm);taxon;Outlier;Contamination;Replicate;ageMedian;ageYng;ageOld;Asp_DL;Glu_DL;DL_Ser;DL_Ala;DL_Val;DL_Phe;DL_Ile;DL_Leu;L-Ser/     L-Asp;[Asp];[Glu];[Ser];[Ala];[Val];[Phe];[Ile];[Leu];[total];L Asp;D Asp;L Glu;D Glu;L Ser;D Ser;Gly;L Ala;L hArg;D Ala;L Val;D Val;L Phe;L Ile;D Phe;L Leu;D aIle;D Leu;Valve
12660;6060.736177;2ul10;6;PiranII M53;PiranII M53, 85-90, 22;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.359;0.130;0.554;0.241;0.095;0.158;0.106;0.165;0.2;1597;936;322;792;456;204;200;326;4832;1456.6;522.9;1026.7;133;256.7;142.1;690.6;790.8;247.9;190.5;516.5;49.2;218;223.8;34.4;346.6;23.7;57.3;right
12661;9147.285815;2ul10;6;PiranII M53;PiranII M53, 85-90, 23;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.408;0.148;0.577;0.271;0.118;0.229;0.136;0.171;0.2;994;545;178;533;300;123;131;189;2993;934.4;380.9;627.7;93.1;149.3;86.2;498.1;554.9;264.7;150.3;355.5;42;133;152.6;30.4;213.5;20.7;36.6;right
12662;6493.273675;2ul10;6;PiranII M53;PiranII M53, 85-90, 24;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.367;0.135;0.603;0.248;0.114;0.203;0.109;0.157;0.1;886;510;155;442;221;98;100;140;2552;1920.8;704.2;1333.1;179.6;287.6;173.3;630.9;1049.7;592.8;260;588.1;66.9;242.2;267;49.2;358.1;29.2;56.1;right
12663;9385.268366;2ul10;6;PiranII M53;PiranII M53, 85-90, 25;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.412;0.146;0.565;0.248;0.131;0.205;0.161;0.208;0.2;738;459;154;545;261;147;111;177;2591;683.2;281.6;523;76.1;128.7;72.7;500.3;570.4;261.3;141.6;301;39.4;159.3;124.4;32.7;191.3;20;39.7;right
12664;8729.442208;2ul10;6;PiranII M53;PiranII M53, 85-90, 26;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.402;0.150;0.600;0.266;0.129;0.197;0.156;0.204;0.2;937;580;172;552;307;133;143;206;3030;768.6;308.7;580.1;86.9;123.9;74.4;396.9;501.1;230;133.4;313;40.4;127.3;142.2;25.1;196.8;22.2;40.1;right
12665;10738.34827;2ul10;6;PiranII M53;PiranII M53, 85-90, 27;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.432;0.155;0.555;0.296;0.145;0.223;0.160;0.208;0.2;1158;682;224;662;386;190;191;299;3792;992.9;428.7;724.2;112.5;176.8;98.2;729.8;626.4;245.5;185.7;413.4;60.1;191.2;202.3;42.6;304.4;32.3;63.2;right
12666;6094.040214;2ul10;6;PiranII M53;PiranII M53, 85-90, 28;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.358;0.134;0.517;0.229;0.102;0.165;0.122;0.162;0.2;1391;840;363;889;486;218;215;371;4773;1209.4;432.9;874.6;116.9;282.2;145.8;708.2;854.4;236.1;195.5;520.1;53.1;221;226.5;36.5;377.1;27.6;61.2;right
12667;6280.594618;2ul10;6;PiranII M53;PiranII M53, 85-90, 29;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.361;0.114;0.596;0.196;0.080;0.167;0.090;0.131;0.2;1889;1084;356;853;506;198;213;327;5427;1660;599.2;1164.7;132.3;266.9;159.2;740.7;853.3;239.2;167.4;560.8;44.9;202.9;233.3;33.8;345.4;20.9;45.3;right
12668;9055.370904;2ul10;6;PiranII M53;PiranII M53, 85-90, 30;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.408;0.158;0.637;0.279;0.138;0.241;0.164;0.285;0.1;766;452;120;404;197;92;78;136;2245;641.6;261.9;460.1;72.7;86.4;55;348.2;372.6;235.9;103.9;204;28.2;87.6;79.1;21.1;125;13;35.6;right
12669;6064.340985;2ul10;6;PiranII M53;PiranII M53, 100-105, 01;100-105;105;105;Corbula gibba;;;;NA;NA;NA;0.358;0.116;0.579;0.182;0.093;0.165;0.119;0.138;0.3;1894;1316;572;1859;810;462;286;518;7718;1582.3;566.6;1337.9;155.4;411.2;238.2;1317.8;1784.3;226.9;324.7;841.2;78.2;450.3;289.6;74.4;516.3;34.4;71.2;right
12670;8750;2ul10;6;PiranII M53;PiranII M53, 100-105, 02;100-105;105;105;Corbula gibba;;;;8750;8566;9004;0.410;0.149;0.540;0.265;0.115;0.228;0.164;0.192;0.2;1024;624;239;655;373;165;178;282;3540;968;396.5;723.6;107.5;206.6;111.6;705.5;689.4;266.5;182.8;446.3;51.2;179.4;204.1;40.9;314.7;33.4;60.5;right
12671;8594;2ul10;6;PiranII M53;PiranII M53, 100-105, 03;100-105;105;105;Corbula gibba;;;;8594;8438;8795;0.393;0.131;0.598;0.237;0.109;0.191;0.130;0.152;0.3;1989;1394;592;1817;922;477;356;623;8169;1655.6;650.8;1429.6;187.2;429.3;256.6;1604;1702.5;231.9;404;964.6;104.9;464.4;365;88.9;626.5;47.3;95.3;right
12672;3782.224975;2ul10;6;PiranII M53;PiranII M53, 100-105, 04;100-105;105;105;Corbula gibba;;;;NA;NA;NA;0.307;0.111;0.521;0.195;0.085;0.127;0.100;0.155;0.3;1598;1015;498;916;565;288;291;477;5648;1431.1;438.8;1069.4;118.4;382.8;199.5;769.8;896.8;234;175.1;609.1;51.7;299.2;309.4;38.1;483.2;30.8;74.8;right
12673;6575.722426;2ul10;6;PiranII M53;PiranII M53, 100-105, 05;100-105;105;105;Corbula gibba;;;;NA;NA;NA;0.367;0.172;0.567;0.259;0.146;0.169;0.176;0.237;0.1;910;502;146;499;256;116;104;166;2699;782.5;286.9;503.6;86.7;109.5;62.1;374.9;465.6;235.1;120.5;263;38.3;116.7;103.8;19.7;157.6;18.3;37.4;right
12674;5123.970297;2ul10;6;PiranII M53;PiranII M53, 100-105, 06;100-105;105;105;Corbula gibba;;;;NA;NA;NA;0.339;0.130;0.558;0.228;0.109;0.182;0.142;0.204;0.2;1021;622;222;592;337;151;131;236;3312;884.8;300.1;639.4;83;165.7;92.5;475.1;559.9;232.2;127.9;352.4;38.5;147.9;132.8;26.9;227.9;18.8;46.4;right
12675;9838.048048;2ul10;6;PiranII M53;PiranII M53, 100-105, 07;100-105;105;105;Corbula gibba;;;;NA;NA;NA;0.415;0.174;0.543;0.312;0.168;0.243;0.226;0.261;0.2;558;343;110;423;182;103;73;129;1921;509;211.3;376.6;65.7;91.9;49.9;373.9;416.2;258.1;130;201.1;33.8;106.5;77.3;25.9;132;17.5;34.5;right
12676;3941.675158;2ul10;6;PiranII M53;PiranII M53, 100-105, 08;100-105;105;105;Corbula gibba;;;;NA;NA;NA;0.312;0.102;0.541;0.169;0.073;0.120;0.084;0.125;0.2;1468;877;363;714;411;190;194;312;4528;1300.4;405.4;924.5;94.6;273.5;148;629.1;709.8;232.4;119.8;444.7;32.4;196.6;207.8;23.6;322.6;17.4;40.4;right
12677;;2ul10;6;PiranII M53;PiranII M53, 100-105, 09;100-105;105;105;Corbula gibba;outlier;Asp DL-Glu DL;;NA;NA;NA;0.479;0.179;0.513;0.309;0.158;0.224;0.189;0.246;0.2;887;437;179;518;281;152;139;209;2802;756.1;362.4;467;83.7;149.5;76.7;743.9;499;252.1;154.4;305.6;48.2;156;146.9;35;211.3;27.8;52;right
12678;8793.530606;2ul10;6;PiranII M53;PiranII M53, 100-105, 10;100-105;105;105;Corbula gibba;;;;NA;NA;NA;0.405;0.144;0.616;0.265;0.125;0.214;0.143;0.192;0.2;959;574;187;570;322;156;163;225;3156;799.5;324;588.5;84.7;135.3;83.3;675.6;527.8;234.4;139.9;335.6;42.1;151;166.7;32.3;221.5;23.9;42.5;right
12680;;2ul10;6;PiranII M53;PiranII M53, 100-105, 12;100-105;105;105;Corbula gibba;outlier;Asp DL-Glu DL;;NA;NA;NA;0.473;0.145;0.537;0.266;0.123;0.202;0.141;0.203;0.2;1728;834;301;788;490;231;246;362;4981;1476.3;698.8;916.9;133;246.8;132.5;1096.5;783.5;251.8;208.7;549.5;67.5;242.3;271.8;49;379;38.3;76.9;right
12681;7275.374032;2ul10;6;PiranII M53;PiranII M53, 100-105, 13;100-105;105;105;Corbula gibba;;;;NA;NA;NA;0.380;0.142;0.555;0.259;0.130;0.206;0.138;0.178;0.1;1547;888;253;814;473;228;215;303;4720;1220.2;463.9;845.9;120.2;176.8;98.2;658.2;703.2;217.7;182.4;455.4;59.1;206.1;205.5;42.4;279.6;28.4;49.9;right
12682;6119.362293;2ul10;6;PiranII M53;PiranII M53, 100-105, 14;100-105;105;105;Corbula gibba;;;;NA;NA;NA;0.359;0.137;0.604;0.236;0.117;0.189;0.139;0.210;0.2;1093;693;235;627;344;166;164;259;3580;937.5;336.6;710.6;97.6;170.5;103;549.5;591.6;233.2;139.7;359;42.1;162.6;168.2;30.7;249.3;23.4;52.4;right
12684;4257.341461;2ul10;6;PiranII M53;PiranII M53, 100-105, 16;100-105;105;105;Corbula gibba;;;;NA;NA;NA;0.319;0.145;0.497;0.234;0.130;0.153;0.154;0.195;0.2;916;541;203;545;260;131;114;171;2881;804.9;257.1;547.9;79.2;157;78.1;489.3;512.2;231.9;120;266.9;34.6;131.7;114.3;20.1;166.1;17.6;32.4;right
12685;7756.893231;2ul10;6;PiranII M53;PiranII M53, 100-105, 17;100-105;105;105;Corbula gibba;;;;NA;NA;NA;0.390;0.138;0.531;0.266;0.119;0.193;0.131;0.164;0.2;1541;1018;407;1020;613;298;277;450;5624;1358.1;529.8;1095.8;150.9;326;173.1;935.6;986.5;245;262.4;670.9;80.1;306.4;299.8;59.1;473.4;39.3;77.5;right
12686;5973.364777;2ul10;6;PiranII M53;PiranII M53, 100-105, 18;100-105;105;105;Corbula gibba;;;;NA;NA;NA;0.358;0.135;0.525;0.226;0.105;0.181;0.132;0.176;0.2;1080;683;253;833;436;245;176;290;3997;933.5;334.1;706.9;95.1;194.4;102.1;664.6;797.4;234.7;180.4;463.2;48.7;243.1;182.8;44.1;289.8;24.2;50.9;right
12687;;2ul10;6;PiranII M53;PiranII M53, 100-105, 19;100-105;105;105;Corbula gibba;outlier;Asp DL-Glu DL;;NA;NA;NA;0.461;0.169;0.570;0.300;0.158;0.210;0.206;0.269;0.2;646;327;116;380;191;99;78;124;1962;543.3;250.5;343.7;58.1;91.1;51.9;377.1;358.7;245.6;107.6;203;32;100.4;79.3;21.1;119.9;16.3;32.2;right
12688;;2ul10;6;PiranII M53;PiranII M53, 100-105, 20;100-105;105;105;Corbula gibba;outlier;Asp DL-Glu DL;;NA;NA;NA;0.465;0.170;0.553;0.295;0.131;0.233;0.170;0.218;0.2;737;415;159;513;310;146;136;188;2604;657.3;305.9;463.4;78.7;134.2;74.2;584.5;517.3;261.4;152.6;357.7;47;155.2;151.9;36.2;201.7;25.8;43.9;right
12689;9905.249269;2ul10;6;PiranII M53;PiranII M53, 100-105, 21;100-105;105;105;Corbula gibba;;;;NA;NA;NA;0.420;0.151;0.445;0.259;0.133;0.194;0.169;0.212;0.2;1024;565;241;656;362;186;161;261;3456;639.1;268.3;434.6;65.6;147.7;65.7;568.1;461.6;177.2;119.6;282.8;37.7;137.7;122.3;26.7;191;20.7;40.5;right
12690;8482.035985;2ul10;6;PiranII M53;PiranII M53, 100-105, 22;100-105;105;105;Corbula gibba;;;;NA;NA;NA;0.397;0.131;0.539;0.224;0.097;0.180;0.108;0.171;0.2;1298;764;242;663;429;208;205;288;4096;1129.8;448.3;821.9;107.3;191.1;103;702.2;658;243.2;147.6;475.3;46.1;214.9;224.9;38.6;298.6;24.4;51;right
12691;3968.812348;2ul10;6;PiranII M53;PiranII M53, 100-105, 23;100-105;105;105;Corbula gibba;;;;NA;NA;NA;0.311;0.113;0.194;0.286;0.139;0.160;0.145;0.211;0.3;682;469;212;403;233;148;114;191;2452;605.3;188.4;490.3;55.3;206.6;40.1;419.7;365;232.7;104.4;238;33;148.3;116.1;23.7;183.2;16.8;38.7;right
12692;9170.551275;2ul10;6;PiranII M53;PiranII M53, 100-105, 24;100-105;105;105;Corbula gibba;;;;NA;NA;NA;0.408;0.145;0.500;0.270;0.127;0.188;0.164;0.216;0.2;745;424;140;438;232;117;104;155;2356;641.4;261.6;449;65.2;113.1;56.6;381;418;242.3;112.7;249.4;31.7;119.6;107.9;22.5;154.9;17.7;33.4;right
12693;;2ul10;6;PiranII M53;PiranII M53, 100-105, 25;100-105;105;105;Corbula gibba;outlier;Asp DL-Glu DL;;NA;NA;NA;0.478;0.162;0.494;0.273;0.130;0.226;0.177;0.240;0.2;1985;1107;463;1288;745;345;371;546;6850;1453.3;694.1;1030.4;167.3;335.7;165.7;1094;1094.7;216.4;298.8;713.3;92.8;304.9;341.4;68.9;476;60.3;114.3;right
12694;6821.055984;2ul10;6;PiranII M53;PiranII M53, 100-105, 26;100-105;105;105;Corbula gibba;;;;NA;NA;NA;0.373;0.142;0.405;0.228;0.112;0.183;0.140;0.197;0.2;807;477;186;556;277;141;117;198;2759;709.3;264.9;503.8;71.7;159.5;64.6;402.5;546.5;241.3;124.4;300.6;33.8;143.4;124;26.3;199.1;17.3;39.2;right
12696;6348.593404;2ul10;6;PiranII M53;PiranII M53, 100-105, 28;100-105;105;105;Corbula gibba;;;;NA;NA;NA;0.363;0.128;0.539;0.194;0.106;0.167;0.144;0.152;0.2;1043;630;202;771;374;186;161;237;3603;935.2;339.3;681.9;87.5;160.4;86.4;533.2;788.5;244.4;153.1;413.5;43.8;194.8;172;32.5;251.5;24.8;38.2;right
12697;;2ul10;6;PiranII M53;PiranII M53, 100-105, 29;100-105;105;105;Corbula gibba;outlier;High L-Ser/L-Asp;;NA;NA;NA;0.510;0.218;0.390;0.370;0.285;0.344;0.436;0.465;0.4;392;237;149;400;119;70;50;95;1511;300.4;153.2;225.2;49;124.2;48.4;359;337.5;231.5;125;107.5;30.6;60.5;39.9;20.8;74.9;17.4;34.8;right
12698;7753.583023;2ul10;6;PiranII M53;PiranII M53, 100-105, 30;100-105;105;105;Corbula gibba;;;;NA;NA;NA;0.389;0.123;0.535;0.233;0.098;0.173;0.110;0.141;0.2;2269;1323;447;993;646;295;342;534;6849;1964.8;763.7;1415.9;174.6;350;187.2;1158;969.1;240.5;225.5;707.4;69.3;302.5;370.5;52.3;562.7;40.6;79.5;double
12699;6037.819189;2ul10;6;PiranII M53;PiranII M53, 125-130, 01;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.355;0.122;0.508;0.215;0.094;0.167;0.108;0.154;0.2;1458;834;342;810;475;230;224;346;4720;1275;453.1;881.5;107.6;268.9;136.6;634.2;790.3;237.1;170.3;514.9;48.6;234.2;239.7;39;355;25.8;54.6;right
12700;7750.93107;2ul10;6;PiranII M53;PiranII M53, 125-130, 02;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.388;0.139;0.569;0.280;0.146;0.197;0.147;0.180;0.2;965;548;205;526;304;149;152;205;3055;853.6;331.6;590.8;82.4;160.5;91.4;585.9;504.5;245.6;141.1;326.1;47.7;152.7;162.5;30.1;213.8;23.9;38.5;right
12701;9578.120779;2ul10;6;PiranII M53;PiranII M53, 125-130, 03;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.417;0.131;0.571;0.249;0.112;0.207;0.129;0.162;0.1;1548;892;246;643;400;170;178;277;4354;1300;541.8;938;122.5;186.2;106.3;667.4;612.1;237.9;152.2;428;47.9;167.6;187.9;34.7;284.1;24.2;45.9;right
12702;9459.291616;2ul10;6;PiranII M53;PiranII M53, 125-130, 04;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.415;0.152;0.521;0.288;0.132;0.200;0.148;0.213;0.2;1252;644;253;663;396;196;186;304;3894;1029.8;427.5;650.4;99;194;101;733.9;598.9;232.8;172.6;407.5;53.6;190.2;188.9;38.1;291.7;27.9;62;right
12706;8296.71582;2ul10;6;PiranII M53;PiranII M53, 125-130, 08;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.396;0.129;0.586;0.251;0.107;0.200;0.129;0.146;0.3;2030;1202;610;1651;807;419;319;524;7562;1743;689.9;1275.3;165;460.6;270;1676;1582.7;239.7;396.6;873.4;93.2;418.9;338.4;83.8;548;43.6;80.1;right
12707;6230.276228;2ul10;6;PiranII M53;PiranII M53, 125-130, 09;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.363;0.134;0.543;0.233;0.132;0.194;0.161;0.201;0.2;1163;785;233;767;401;191;177;303;4020;930.4;337.7;755.1;101;164.7;89.5;528.7;677.9;218;158.2;385.7;51;174.6;165.8;33.9;274.7;26.7;55.1;right
12712;7305.419421;2ul10;6;PiranII M53;PiranII M53, 125-130, 14;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.382;0.143;0.489;0.242;0.105;0.187;0.126;0.192;0.2;914;532;190;572;394;195;194;230;3223;739.9;282.6;521.2;74.4;142.8;69.9;515.6;515.1;223.7;124.9;399.2;41.9;183.8;192.9;34.3;215.8;24.4;41.4;right
12713;6760.069863;2ul10;6;PiranII M53;PiranII M53, 125-130, 15;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.370;0.127;0.560;0.226;0.115;0.193;0.137;0.186;0.2;1117;691;226;696;386;199;171;263;3749;962.1;356.2;723.7;92.1;171.2;95.8;637.1;669.6;236.1;151.5;409;46.9;197.4;177.1;38;261.8;24.3;48.7;right
12714;6386.707678;2ul10;6;PiranII M53;PiranII M53, 125-130, 16;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.366;0.118;0.451;0.220;0.090;0.154;0.101;0.131;0.2;1891;1181;499;1122;753;321;337;547;6653;1645.8;603.1;1256.4;148.4;409;184.3;1027;1094.1;237.8;240.2;821.4;73.8;330.9;364.4;51;575.1;36.8;75.6;right
12715;8154.367859;2ul10;6;PiranII M53;PiranII M53, 125-130, 17;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.397;0.139;0.570;0.235;0.113;0.208;0.132;0.189;0.2;1010;590;177;617;350;164;154;212;3275;830.2;329.2;594.1;82.8;129.5;73.8;465.2;573.7;229.5;134.6;360.6;40.9;156.1;155.7;32.5;204.5;20.6;38.7;right
12716;9229.582681;2ul10;6;PiranII M53;PiranII M53, 125-130, 18;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.413;0.159;0.554;0.267;0.136;0.183;0.159;0.273;0.2;754;431;149;438;204;112;92;135;2316;598.6;247;416.7;66.2;107.8;59.7;418;387.8;224.2;103.7;201.7;27.5;105.7;88.9;19.3;119;14.1;32.5;right
12717;7978.728498;2ul10;6;PiranII M53;PiranII M53, 125-130, 19;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.393;0.147;0.573;0.267;0.116;0.201;0.150;0.255;0.2;915;512;166;522;260;127;123;183;2807;747.1;293.7;508.4;74.7;120.3;68.9;459;468.6;227.6;125;265;30.7;119.9;121.9;24.1;165.8;18.3;42.2;right
12719;7836.103951;2ul10;6;PiranII M53;PiranII M53, 125-130, 21;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.389;0.138;0.580;0.235;0.127;0.207;0.149;0.195;0.2;1050;613;201;674;378;179;166;243;3504;867.9;337.9;617.8;85.5;146.1;84.8;580.6;626;229.6;147.3;385.7;48.8;170;166.3;35.2;233.2;24.7;45.5;right
12720;7662.465964;2ul10;6;PiranII M53;PiranII M53, 125-130, 22;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.385;0.141;0.529;0.213;0.120;0.174;0.121;0.180;0.2;1014;560;188;610;308;150;132;203;3164;858.4;330.2;575.3;81.2;144.2;76.3;477;589.4;234.5;125.8;322.1;38.5;149.7;137.5;26;202.2;16.7;36.4;right
12721;6299.396982;2ul10;6;PiranII M53;PiranII M53, 125-130, 23;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.365;0.114;0.483;0.221;0.093;0.154;0.109;0.146;0.2;2041;1281;540;1233;802;346;368;591;7202;1699.8;619.8;1306.4;149.2;413.8;200;1091.1;1148;227.3;253.7;833.7;77.7;340.6;377.3;52.4;585.7;41.3;85.7;right
12722;7800.392214;2ul10;6;PiranII M53;PiranII M53, 125-130, 24;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.388;0.140;0.485;0.239;0.126;0.189;0.144;0.201;0.2;893;535;181;579;302;145;121;194;2950;743;288.2;541.6;75.9;140.5;68.1;452.4;540;230.9;128.9;309.3;39;140.8;122.1;26.6;186.6;17.6;37.5;right
12723;6433.214247;2ul10;6;PiranII M53;PiranII M53, 125-130, 25;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.364;0.156;0.640;0.282;0.134;0.201;0.142;0.179;0.2;1216;703;329;941;426;230;174;269;4288;1084.1;394.6;739.4;115.6;243.9;156.2;963.8;892.7;243.2;251.3;457.3;61.1;232.4;185.3;46.8;277;26.4;49.6;right
12725;5705.955456;2ul10;6;PiranII M53;PiranII M53, 125-130, 27;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.352;0.114;0.495;0.213;0.082;0.139;0.096;0.130;0.2;1954;1192;539;1124;723;348;337;565;6782;1741;612.2;1288.1;147.4;433.9;214.7;1068.1;1115.8;240.8;237.6;805.1;65.8;367.7;369.9;51.1;602;35.5;78.3;right
12726;7463.209781;2ul10;6;PiranII M53;PiranII M53, 125-130, 28;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.384;0.135;0.491;0.234;0.111;0.179;0.130;0.144;0.2;1263;752;242;721;422;201;194;285;4080;1083.4;415.9;787.1;106.2;192.9;94.7;639.3;694.3;237.5;162.3;451.6;50;202;203.6;36.2;295.3;26.4;42.6;right
12727;6402.123551;2ul10;6;PiranII M53;PiranII M53, 125-130, 29;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.366;0.134;0.590;0.243;0.110;0.183;0.121;0.171;0.2;1309;798;291;776;452;206;197;301;4330;1142.8;417.7;838.9;112.2;218;128.6;668.5;744.1;238.4;180.6;485;53.3;207.8;209.8;38.1;306.5;25.3;52.4;right
12728;7137.107324;2ul10;6;PiranII M53;PiranII M53, 125-130, 30;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.375;0.117;0.475;0.207;0.088;0.151;0.106;0.129;0.2;2281;1450;590;1339;944;450;461;720;8235;670.3;251.1;524.5;61.5;161.5;76.7;456.8;448;80.8;92.9;350.4;30.9;158.1;168.5;23.9;257.7;17.8;33.2;right
12729;8997.146787;2ul10;6;PiranII M53;PiranII M53, 145-150, 01;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.406;0.135;0.496;0.239;0.101;0.192;0.120;0.199;0.2;1043;576;216;611;392;180;178;238;3434;876.3;355.7;599.5;81.1;170.7;84.7;696.9;581.9;236.2;139.2;420.2;42.6;178.7;187.7;34.3;234;22.5;46.6;right
12730;;2ul10;6;PiranII M53;PiranII M53, 145-150, 02;145-150;150;150;Corbula gibba;outlier;Asp DL-Glu DL;;NA;NA;NA;0.466;0.140;0.505;0.234;0.086;0.207;0.115;0.158;0.2;1184;605;252;704;499;174;210;278;3906;1042.4;485.4;685.3;95.7;216.1;109.1;779;735.6;258;172.4;592.6;50.9;185.8;243;38.4;309.6;27.9;48.9;right
12731;6420.346717;2ul10;6;PiranII M53;PiranII M53, 145-150, 03;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.364;0.162;0.550;0.304;0.149;0.208;0.182;0.262;0.2;852;395;149;465;227;125;98;165;2475;728;265;396.1;64.2;112.1;61.6;425.9;415.9;233.2;126.4;230.3;34.2;121.1;96.3;25.2;152.2;17.5;39.9;right
12732;8725.033484;2ul10;6;PiranII M53;PiranII M53, 145-150, 04;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.403;0.136;0.509;0.224;0.113;0.201;0.133;0.179;0.2;1142;614;189;516;326;134;159;217;3297;940.5;379.3;624.8;84.7;144.8;73.7;452.5;487.6;231.2;109.3;338.5;38.2;128.8;162.1;25.9;213;21.6;38.1;right
12733;6896.428046;2ul10;6;PiranII M53;PiranII M53, 145-150, 05;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.375;0.150;0.560;0.269;0.126;0.183;0.142;0.192;0.2;1148;700;234;682;368;160;160;251;3704;983.1;368.6;717;107.4;176.9;99;562.8;632.5;235.4;170.1;384.8;48.5;158.9;164.7;29;248.4;23.4;47.6;right
12734;8806.795868;2ul10;6;PiranII M53;PiranII M53, 145-150, 06;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.403;0.152;0.581;0.284;0.140;0.190;0.150;0.182;0.2;1236;751;252;652;400;184;188;281;3943;979.3;394.7;725.5;110.1;177.4;103;642.5;564.1;222.4;160.4;389.8;54.6;171.7;181.6;32.6;264.2;27.3;48.2;right
12735;;2ul10;6;PiranII M53;PiranII M53, 145-150, 07;145-150;150;150;Corbula gibba;outlier;outlier in DL Asp - DL Glu;;NA;NA;NA;0.151;0.041;0.236;0.055;0.014;0.033;0.024;0.036;0.4;3942;1933;1794;1929;1761;567;670;861;13458;4213.3;637.7;2285.7;93;1785.8;422.3;4364.7;2249.6;246.1;123.8;2137.3;30.2;675.5;805;22.3;1023.1;19;36.4;left
12736;8033.245804;2ul10;6;PiranII M53;PiranII M53, 145-150, 08;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.392;0.132;0.575;0.246;0.119;0.191;0.137;0.183;0.2;1038;616;192;507;294;151;141;200;3138;917.4;359.4;669.1;88.5;150.2;86.3;582.4;500.3;246.1;123.2;323.2;38.3;156;152.4;29.8;207.8;20.9;38;right
12737;8140.710161;2ul10;6;PiranII M53;PiranII M53, 145-150, 09;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.396;0.135;0.430;0.243;0.112;0.182;0.134;0.186;0.2;1032;595;238;619;382;170;173;284;3494;876.4;347;621.9;83.9;197.1;84.7;650;590.6;237.1;143.6;407.5;45.7;170.4;180.4;31;284.2;24.2;53;right
12738;5808.086711;2ul10;6;PiranII M53;PiranII M53, 145-150, 10;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.354;0.104;0.486;0.194;0.077;0.150;0.098;0.127;0.2;2058;1268;485;1042;682;313;328;520;6694;1842;651.8;1391.8;144.7;395.2;192.1;1101.9;1058;242.4;204.9;767.8;58.9;329.4;361.5;49.5;559.3;35.6;71;right
12739;8674.054499;2ul10;6;PiranII M53;PiranII M53, 145-150, 11;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.405;0.147;0.556;0.256;0.126;0.193;0.147;0.209;0.2;942;572;217;634;345;184;167;247;3310;814.6;329.8;605.8;89.2;169.6;94.3;639.1;613.6;242.9;156.9;372.5;47;187.2;176.3;36.2;248.5;26;51.9;right
12740;4381.031263;2ul10;6;PiranII M53;PiranII M53, 145-150, 12;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.321;0.103;0.574;0.178;0.079;0.136;0.082;0.110;0.2;1905;1126;472;924;517;236;228;349;5757;1624;520.6;1149.7;118.7;337.7;193.8;879.1;883.3;225.2;157.1;539.8;42.5;234.1;237.1;31.9;354;19.5;39;right
12741;8689.159173;2ul10;6;PiranII M53;PiranII M53, 145-150, 13;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.403;0.162;0.561;0.277;0.134;0.209;0.187;0.239;0.2;907;523;175;618;297;147;126;210;3003;752.7;303.5;523.7;85.1;130.4;73.1;514.5;563.1;232.8;155.7;304.5;40.9;141.6;123.5;29.6;197.5;23.1;47.3;right
