UAL;Age;Injection;Hydrolysis;Station;specimen_no;depth (cm);max. depth (cm);5 cm group (cm);taxon;Outlier;Contamination;Replicate;ageMedian;ageYng;ageOld;Asp_DL;Glu_DL;DL_Ser;DL_Ala;DL_Val;DL_Phe;DL_Ile;DL_Leu;L-Ser/     L-Asp;[Asp];[Glu];[Ser];[Ala];[Val];[Phe];[Ile];[Leu];[total];L Asp;D Asp;L Glu;D Glu;L Ser;D Ser;Gly;L Ala;L hArg;D Ala;L Val;D Val;L Phe;L Ile;D Phe;L Leu;D aIle;D Leu;Valve
11833;7;2ul10;6;Po4 M21;Po4 M21 150-155-06;150-155;155;155;Corbula gibba;;;;NA;NA;NA;0.054;0.023;0.032;0.028;0.012;0.012;0.023;0.032;0.6;3429;2028;1910;2106;1261;732;846;998;13310;3717;200;2265;52;2114;68;5789;2342;229;64;1424;17;827;945;10;1105;22;36;left
11834;12;2ul10;6;Po4 M21;Po4 M21 150-155-07;150-155;155;155;Corbula gibba;;;;NA;NA;NA;0.059;0.023;0.043;0.034;0.007;0.020;0.020;0.076;0.5;1356;878;720;896;533;234;254;353;5223;1395;82;934;22;752;33;1268;943;218;32;576;4;250;271;5;357;6;27;left
12825;4;2ul10;6;Po4 M21;Po4 M21 6-8 01;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.048;0.021;0.027;0.026;0.012;0.030;0.013;0.021;0.6;9155;5559;4933;6755;10920;1608;5452;5131;49514;10658.1;515.5;6646.4;138.6;5862.5;158.4;33165.3;8036.4;244.1;208.6;13169.3;158.6;1905.5;6569.3;57;6131.5;85.3;130.7;right
12826;4;2ul10;6;Po4 M21;Po4 M21 6-8 02;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.048;0.019;0.029;0.041;0.016;0.023;0.014;0.045;0.5;4837;2744;2251;2267;2492;736;1210;1261;17798;5761.6;276.9;3363.8;62.6;2730.8;79.1;6941.9;2719.7;249.7;110.5;3062.7;48.5;897.6;1490.5;20.9;1507.4;20.3;67.5;right
12827;3;2ul10;6;Po4 M21;Po4 M21 6-8 03;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.047;0.017;0.021;0.028;0.017;0.016;0.014;0.099;0.5;4213;2416;1906;1688;1413;477;663;883;13658;4828;228;2849;50;2241;47;2567;1969;240;56;1667;29;563;784;9;964;11;95;right
12828;3;2ul10;6;Po4 M21;Po4 M21 6-8 04;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.047;0.019;0.019;0.041;0.018;0.014;0.018;0.116;0.5;2931;1777;1298;1202;766;295;358;580;9207;3439;163;2144;40;1566;30;1395;1419;246;58;924;17;357;432;5;639;8;74;right
12829;4;2ul10;6;Po4 M21;Po4 M21 6-8 05;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.048;0.022;0.016;0.026;0.032;0.019;0.016;0.050;0.6;8269;4144;4680;5075;3972;2069;2961;3058;34228;10156;483;5217;115;5928;93;29224;6363;257;166;4953;157;2612;3748;50;3746;61;188;left
12830;5;2ul10;6;Po4 M21;Po4 M21 6-8 06;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.050;0.020;0.017;0.031;0.017;0.023;0.009;0.036;0.6;6879;3584;3780;4517;7430;1030;3798;3349;34365;11145;556;5976;121;6319;110;33036;7451;340;233;12433;205;1712;6399;39;5498;61;198;left
12831;42;2ul10;6;Po4 M21;Po4 M21 6-8 07;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.078;0.025;0.072;0.052;0.019;0.060;0.047;0.094;0.5;1025;632;505;514;313;146;169;250;3554;1126;88;731;18;558;40;653;579;237;30;364;7;164;192;10;271;9;26;left
12832;5;2ul10;6;Po4 M21;Po4 M21 6-8 08;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.051;0.020;0.027;0.022;0.022;0.014;0.015;0.171;0.4;1686;1012;736;705;463;210;214;350;5375;1726;89;1067;22;771;21;817;742;215;16;487;11;222;227;3;322;3;55;right
12833;3;2ul10;6;Po4 M21;Po4 M21 6-8 09;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.046;0.021;0.019;0.023;0.014;0.041;0.013;0.043;0.5;7998;4434;4037;5061;7844;1178;3975;3889;38417;9214;421;5231;110;4773;89;19777;5961;241;135;9315;134;1364;4726;55;4491;62;193;double
12834;5;2ul10;6;Po4 M21;Po4 M21 6-8 10;6-8;8;8;Corbula gibba;;;;NA;NA;NA;0.051;0.021;0.049;0.034;0.014;0.016;0.014;0.071;0.4;5162;2805;2177;1912;1650;501;800;967;15972;5655;289;3164;66;2389;118;3194;2128;230;73;1873;27;568;908;9;1039;13;74;double
12835;3;2ul10;6;Po4 M21;Po4 M21 8-10 01;8-10;10;12;Corbula gibba;;;;NA;NA;NA;0.047;0.019;0.015;0.018;0.010;0.015;0.012;0.023;0.6;7128;4282;3802;5415;7304;1087;4248;4889;38155;8495;401;5242;102;4673;72;22239;6636;250;123;9021;94;1337;5239;20;5964;62;138;right
12836;3;2ul10;6;Po4 M21;Po4 M21 8-10 02;8-10;10;12;Corbula gibba;;;;NA;NA;NA;0.047;0.019;0.021;0.030;0.015;0.014;0.015;0.081;0.5;2959;1714;1370;1314;820;353;428;613;9571;3274;156;1950;36;1556;32;1862;1478;232;45;936;14;404;489;6;657;8;53;double
12837;3;2ul10;6;Po4 M21;Po4 M21 8-10 03;8-10;10;12;Corbula gibba;;;;NA;NA;NA;0.047;0.019;0.033;0.024;0.012;0.013;0.008;0.023;0.5;4156;2570;2168;2503;2947;831;1352;1371;17898;3936.7;183.5;2502;46.6;2081.8;67.8;5403.3;2423;198.3;58.9;2887.6;34.2;813.8;1330.2;10.6;1328.1;10.4;31;double
12838;5;2ul10;6;Po4 M21;Po4 M21 8-10 04;8-10;10;12;Corbula gibba;;;;NA;NA;NA;0.050;0.021;0.020;0.024;0.010;0.055;0.011;0.023;0.5;5827;3146;2811;3942;5112;687;3055;3913;28492;7111;358;3951;82;3533;71;16640;4934;256;120;6487;66;835;3873;46;4902;44;115;double
12839;9;2ul10;6;Po4 M21;Po4 M21 8-10 05;8-10;10;12;Corbula gibba;;;;NA;NA;NA;0.056;0.020;0.056;0.043;0.020;0.023;0.010;0.048;0.4;4969;2953;2202;2034;1449;720;773;1048;16147;4476.6;251.6;2755.3;54.6;1983.3;111.5;2178.3;1854.6;190.3;80.4;1351.9;26.5;669.6;727.6;15.7;950.8;7.6;46.1;double
12840;NA;2ul10;6;Po4 M21;Po4 M21 8-10 06;8-10;10;12;Corbula gibba;outlier;concentrations, Glycine peak off scale;;NA;NA;NA;0.040;0.025;0.015;0.015;0.016;0.021;0.009;0.019;0.7;19256;14056;13356;21481;33788;4824;18373;17309;142443;28020;1134;20767;513;19919;301;149241;32046;303;476;50355;801;7156;27567;148;25719;249;487;double
12841;5;2ul10;6;Po4 M21;Po4 M21 10-12 01;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.050;0.020;0.027;0.027;0.015;0.013;0.017;0.086;0.4;2833;1726;1169;1214;715;293;334;536;8819;2946;148;1848;36;1243;33;1059;1290;218;35;770;11;316;358;4;539;6;46;right
12842;2;2ul10;6;Po4 M21;Po4 M21 10-12 02;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.045;0.020;0.026;0.032;0.016;0.019;0.017;0.040;0.6;6725;4127;4217;3941;5252;1771;2661;2666;31361;7330;333;4612;91;4683;122;19794;4351;228;141;5894;92;1981;2982;38;2920;49;118;double
12843;5;2ul10;6;Po4 M21;Po4 M21 10-12 03;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.050;0.022;0.024;0.050;0.013;0.015;0.010;0.062;0.4;5173;2570;2245;1857;2465;472;1106;1093;16981;6034;305;3082;67;2687;64;6933;2168;245;108;2983;39;570;1342;8;1262;14;78;double
11787r;104;2ul10-4ul12;6;Po4 M21;Po4 M21 90-95-26;90-95;95;95;Corbula gibba;;;average of replicates;NA;NA;NA;0.099;0.025;0.095;0.039;0.025;0.046;0.015;0.048;0.442;1827.199;1037.969;804.047;877.580;528.640;244.836;266.030;328.604;5914.905;9662.500;966.000;5955.750;149.450;4319.900;412.700;8350.050;4732.150;1200.400;211.050;3101.900;73.800;1377.150;1543.250;71.550;1859.950;20.200;67.850;left
12610;10695.39045;2ul10;6;PiranII M53;PiranII M53, 65-70, 01;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.430;0.151;0.578;0.280;0.150;0.222;0.153;0.203;0.1;1238;718;184;618;358;168;159;245;3687;970.7;417.8;699.7;105.8;130.9;75.6;488;541.5;224.3;151.6;348.6;52.4;153.9;154.5;34.1;228.5;23.6;46.3;right
12611;9866.533283;2ul10;6;PiranII M53;PiranII M53, 65-70, 02;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.420;0.157;0.394;0.272;0.128;0.170;0.166;0.235;0.2;527;314;121;361;175;94;75;124;1790;449.6;188.9;329.5;51.6;105.2;41.4;394.9;344.3;242.5;93.6;187.7;24;97.8;77.8;16.6;121.5;12.9;28.5;right
12612;6048.418607;2ul10;6;PiranII M53;PiranII M53, 65-70, 03;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.358;0.126;0.570;0.229;0.100;0.170;0.115;0.162;0.2;1143;682;265;725;385;210;171;263;3845;957.2;343.1;689.3;86.7;192.3;109.7;631.6;671.7;227.6;153.5;398.7;39.8;204.4;175;34.8;257.9;20.1;41.7;right
12613;10095.88132;2ul10;6;PiranII M53;PiranII M53, 65-70, 04;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.422;0.139;0.562;0.269;0.119;0.204;0.158;0.182;0.2;1496;872;262;755;452;204;229;308;4578;1199.9;506.1;872.5;121.5;191.2;107.5;708.9;678.6;228.1;182.5;460.7;54.9;193.4;225.4;39.4;297.6;35.6;54.1;right
12614;8138.271179;2ul10;6;PiranII M53;PiranII M53, 65-70, 05;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.397;0.132;0.535;0.230;0.102;0.196;0.118;0.171;0.2;1276;754;244;753;427;208;193;287;4142;1114.7;442.1;812.2;107.6;194.1;103.9;644.2;747;244;171.8;472.8;48.1;211.7;211;41.5;298.6;25;51.2;right
12615;7012.750417;2ul10;6;PiranII M53;PiranII M53, 65-70, 06;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.376;0.135;0.512;0.290;0.111;0.174;0.126;0.178;0.2;1016;611;223;551;357;145;159;249;3308;875.3;329.1;638.2;86.1;174.7;89.5;469.5;506.3;237.2;146.6;380.5;42.4;146;167;25.4;250.6;21.1;44.6;right
12616;;2ul10;6;PiranII M53;PiranII M53, 65-70, 07;65-70;70;70;Corbula gibba;outlier;Asp DL-Glu DL;;NA;NA;NA;0.468;0.173;0.466;0.330;0.169;0.223;0.198;0.251;0.2;857;434;198;543;267;141;128;200;2770;684.6;320.6;433.7;75.1;158.7;74;622.5;478.9;234.5;158;267.7;45.3;135.7;125.5;30.2;187.7;24.9;47.2;right
12617;7244.356874;2ul10;6;PiranII M53;PiranII M53, 65-70, 08;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.382;0.146;0.519;0.265;0.121;0.226;0.144;0.213;0.2;1308;749;229;772;434;202;186;277;4157;1069.5;408.7;738.7;107.6;170.3;88.4;690.6;688.9;226;182.9;437.4;53.1;186.1;183.4;42.1;258.2;26.5;55.1;right
12618;7734.531853;2ul10;6;PiranII M53;PiranII M53, 65-70, 09;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.389;0.130;0.532;0.240;0.118;0.182;0.127;0.131;0.2;1371;842;270;786;435;228;222;341;4494;1195;464.3;902.2;117.3;213.5;113.5;832.6;767.2;242.1;183.8;471;55.5;233.3;238.3;42.4;364.5;30.2;47.9;right
12619;5739;2ul10;6;PiranII M53;PiranII M53, 65-70, 10;65-70;70;70;Corbula gibba;;;;5739;5628;5917;0.335;0.143;0.279;0.207;0.097;0.169;0.224;0.186;0.3;1343;714;375;658;352;155;188;255;4039;1134.9;380;704.7;100.8;330.5;92.2;620.4;614.9;225.6;127.1;362.1;35.3;149.5;173;25.2;242.3;38.7;45.1;right
12620;6795.196338;2ul10;6;PiranII M53;PiranII M53, 65-70, 11;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.372;0.128;0.459;0.232;0.098;0.189;0.106;0.156;0.2;1965;1123;398;989;575;249;265;409;5973;1674.7;622.9;1164.7;148.7;319.4;146.5;788;939.3;233.9;217.6;612.2;59.8;245.1;280.2;46.3;414;29.7;64.6;right
12621;6050.761211;2ul10;6;PiranII M53;PiranII M53, 65-70, 12;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.357;0.128;0.546;0.221;0.092;0.174;0.112;0.162;0.2;996;531;198;480;268;116;120;166;2875;865.3;308.6;555.4;71;151.2;82.6;498.4;463.4;235.8;102.2;288.7;26.7;117;127.4;20.3;168.5;14.3;27.3;right
12622;8126.713946;2ul10;6;PiranII M53;PiranII M53, 65-70, 13;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.394;0.153;0.628;0.256;0.127;0.198;0.165;0.210;0.2;1231;786;274;760;399;196;189;330;4166;1037.1;408.5;801.1;122.5;197.9;124.2;581.8;711.4;234.9;181.8;415.3;52.9;192.2;190.7;38;320.6;31.4;67.2;right
12623;5211.779767;2ul10;6;PiranII M53;PiranII M53, 65-70, 14;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.341;0.103;0.581;0.206;0.072;0.125;0.089;0.143;0.2;1149;673;267;572;308;138;135;208;3450;1036.4;353.8;738.4;76.3;204.3;118.6;580.8;574.5;242;118.1;347;25.1;147.9;150.2;18.5;220;13.4;31.5;right
12624;7989.461638;2ul10;6;PiranII M53;PiranII M53, 65-70, 15;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.395;0.145;0.594;0.253;0.112;0.198;0.129;0.208;0.2;1876;1083;348;906;542;241;254;397;5648;1673.7;661.3;1177.7;170.2;271.7;161.3;987.6;899.7;248.9;227.4;607;67.7;250.6;280.1;49.6;409.1;36.1;85.2;right
12625;7325.941259;2ul10;6;PiranII M53;PiranII M53, 65-70, 16;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.382;0.143;0.646;0.274;0.123;0.228;0.144;0.182;0.2;1327;761;277;795;395;201;184;287;4229;1167.6;445.6;809.7;115.5;204.9;132.4;757.7;758.1;243.1;207.9;428;52.7;199.1;195.6;45.4;295.6;28.1;53.7;right
12626;;2ul10;6;PiranII M53;PiranII M53, 65-70, 17;65-70;70;70;Corbula gibba;outlier;Asp DL-Glu DL;;NA;NA;NA;0.468;0.139;0.494;0.262;0.107;0.191;0.124;0.166;0.2;1930;1050;409;1086;722;306;338;488;6328;1601.4;748.8;1121.9;156.3;333.1;164.4;1295.1;1047.4;243.5;274.8;794.2;85.2;312.3;365.6;59.8;509.7;45.5;84.4;right
12627;7864.956128;2ul10;6;PiranII M53;PiranII M53, 65-70, 18;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.390;0.124;0.420;0.238;0.097;0.158;0.106;0.136;0.2;1749;1003;375;877;654;288;326;439;5712;1522.1;593.5;1079.3;133.9;319.6;134.3;1064.2;856.6;241.9;203.6;721.6;69.9;301.3;356.6;47.6;466.9;37.9;63.5;right
12628;7615.956244;2ul10;6;PiranII M53;PiranII M53, 65-70, 19;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.386;0.180;0.605;0.331;0.159;0.264;0.202;0.438;0.1;581;336;97;383;168;78;74;122;1840;720.5;278;490.2;88.2;104.1;63;449.6;495.2;344;163.7;249.8;39.6;106.8;106.5;28.2;145.7;21.5;63.8;right
12629;10103.64837;2ul10;6;PiranII M53;PiranII M53, 65-70, 20;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.422;0.161;0.611;0.299;0.142;0.196;0.159;0.241;0.3;1019;750;295;915;464;234;191;321;4188;838.1;353.5;755.3;121.3;213.8;130.7;807.5;823.4;233.9;246.3;475;67.3;229.3;192.6;44.9;302.5;30.7;72.8;right
12630;10757.76985;2ul10;6;PiranII M53;PiranII M53, 65-70, 21;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.432;0.162;0.502;0.279;0.149;0.231;0.190;0.252;0.2;681;394;143;449;235;138;110;171;2321;533.4;230.5;380.8;61.8;106.7;53.6;449.7;393.8;224.5;109.7;229.5;34.2;126;104.2;29.1;153.8;19.8;38.7;right
12631;9472.634725;2ul10;6;PiranII M53;PiranII M53, 65-70, 22;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.420;0.131;0.569;0.250;0.108;0.165;0.116;0.166;0.2;1882;1035;380;898;559;263;264;417;5698;1533.2;644.5;1058.4;139.1;279.9;159.2;944.7;831.2;231.4;207.9;583.4;63;261.1;274;43;414;31.9;68.7;right
12632;7557.840565;2ul10;6;PiranII M53;PiranII M53, 65-70, 23;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.387;0.136;0.558;0.246;0.115;0.172;0.140;0.185;0.2;1194;737;265;686;394;179;170;284;3910;1005.4;388.7;757.7;103.4;198.8;110.9;634.8;643.4;233.6;158.4;413.1;47.6;178.6;174;30.8;280.2;24.4;51.8;right
12633;9208.79818;2ul10;6;PiranII M53;PiranII M53, 65-70, 24;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.410;0.155;0.542;0.274;0.127;0.230;0.145;0.229;0.2;1039;589;181;614;375;164;177;238;3378;821.6;337.1;568.8;88.2;131.1;71;509.4;537.6;223;147.3;370.7;46.9;148.4;172.7;34.2;215.8;25.1;49.5;right
12634;9998.385264;2ul10;6;PiranII M53;PiranII M53, 65-70, 25;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.422;0.164;0.536;0.300;0.140;0.231;0.171;0.242;0.2;895;553;201;618;334;168;160;263;3191;770.5;325.4;581.9;95.2;160.3;86;627.5;582.6;245;174.5;359;50.3;166.9;167.4;38.5;259.6;28.7;62.7;right
12635;10355.29127;2ul10;6;PiranII M53;PiranII M53, 65-70, 26;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.429;0.134;0.526;0.243;0.106;0.194;0.121;0.162;0.1;1494;809;212;593;413;166;210;271;4169;1268.6;544.8;865.6;116.1;168.6;88.6;624.2;578.7;242.7;140.8;453.7;47.9;168.5;227.3;32.7;283.5;27.5;45.8;right
12636;7699.525728;2ul10;6;PiranII M53;PiranII M53, 65-70, 27;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.387;0.136;0.524;0.234;0.124;0.184;0.140;0.180;0.2;1144;712;225;689;397;207;191;302;3867;934.1;361.8;710.8;96.4;167.3;87.6;656.6;632.7;226.6;147.8;400.6;49.6;197.9;189.8;36.4;289.4;26.5;52.2;right
12637;9891.279817;2ul10;6;PiranII M53;PiranII M53, 65-70, 28;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.421;0.144;0.560;0.229;0.124;0.199;0.159;0.204;0.2;1094;620;196;620;347;155;157;237;3425;919.3;386.9;646.8;93.1;150.1;84;556.6;601.9;238.8;137.9;368.8;45.9;154.2;162.1;30.7;234.6;25.7;47.9;right
12638;5625.502285;2ul10;6;PiranII M53;PiranII M53, 65-70, 29;65-70;70;70;Corbula gibba;;;;NA;NA;NA;0.348;0.145;0.622;0.251;0.118;0.180;0.143;0.175;0.2;1017;642;284;845;363;184;134;232;3701;855;297.6;635.5;92.1;198.4;123.5;672.3;765;226.7;192.3;368.2;43.6;177;133.2;31.9;223.5;19;39.1;right
12639;;2ul10;6;PiranII M53;PiranII M53, 65-70, 30;65-70;70;70;Corbula gibba;outlier;Asp DL-Glu DL;;NA;NA;NA;0.511;0.166;0.532;0.304;0.157;0.220;0.182;0.237;0.2;1600;703;293;774;439;225;212;324;4570;1257.9;643.3;716;119.2;227.1;120.9;1011.3;704.8;237.6;214.4;450.3;70.7;219.2;212.9;48.3;311.3;38.8;73.9;right
12640;8594;2ul10;6;PiranII M53;PiranII M53, 85-90, 01;85-90;90;90;Corbula gibba;;;;8594;8438;8795;0.372;0.136;0.547;0.218;0.117;0.206;0.148;0.172;0.2;1236;724;298;883;442;193;188;286;4249;1052;391.1;744;101;224.7;123;523.2;845.8;233.5;184.7;462.3;53.9;186.8;191;38.4;284.7;28.3;48.9;right
12641;8554;2ul10;6;PiranII M53;PiranII M53, 85-90, 02;85-90;90;90;Corbula gibba;;;;8554;8398;8753;0.447;0.155;0.618;0.294;0.143;0.205;0.160;0.205;0.1;1103;607;177;558;324;145;145;198;3256;856.5;383;590.9;91.3;122.6;75.8;510.4;484.5;224.7;142.4;318.2;45.4;135;140.4;27.7;184.2;22.4;37.7;right
12642;7969.468887;2ul10;6;PiranII M53;PiranII M53, 85-90, 03;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.394;0.127;0.431;0.240;0.106;0.157;0.113;0.171;0.3;1582;1013;433;933;638;270;280;486;5637;1359.9;535.7;1076.8;137.2;362.9;156.4;844.4;901.1;239.6;216.4;691.2;73.5;279.9;301.9;43.9;496.8;34;85.2;right
12643;6445.817513;2ul10;6;PiranII M53;PiranII M53, 85-90, 04;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.366;0.128;0.530;0.263;0.095;0.173;0.111;0.165;0.2;1614;923;372;757;472;214;243;354;4949;1358.2;496.7;939.5;120.6;279.7;148.2;741.7;688.4;229.8;181.1;495.6;47;209.3;251.2;36.3;349.5;28;57.5;right
12644;8792.079515;2ul10;6;PiranII M53;PiranII M53, 85-90, 05;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.405;0.139;0.658;0.309;0.119;0.220;0.160;0.149;0.3;1614;1240;624;1611;772;435;309;534;7139;1504.9;609.6;1426.9;198.1;492.8;324.4;1708.1;1613.6;262.1;498;904.1;107.6;467.5;349.3;102.9;608.7;55.8;90.9;right
12645;6706.9906;2ul10;6;PiranII M53;PiranII M53, 85-90, 06;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.371;0.139;0.604;0.267;0.130;0.182;0.134;0.192;0.2;1399;900;265;663;412;195;205;316;4356;1188.9;441.2;921.2;127.8;192.7;116.4;659.8;609.5;233;163;425.2;55.1;191.9;210.2;34.9;309.1;28.2;59.3;right
12646;8539.230617;2ul10;6;PiranII M53;PiranII M53, 85-90, 07;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.399;0.138;0.491;0.264;0.120;0.182;0.142;0.186;0.2;1068;686;266;642;407;195;191;297;3751;915.9;365.9;723.2;99.9;214;105.1;633.8;609.8;240.1;160.9;436.1;52.3;197.6;201;35.9;300.9;28.6;55.9;right
12647;9707.627431;2ul10;6;PiranII M53;PiranII M53, 85-90, 08;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.419;0.141;0.609;0.277;0.134;0.202;0.149;0.183;0.2;1355;877;344;952;518;259;223;343;4872;1117.9;468.3;899.4;126.6;250.2;152.4;878.8;873.4;234.1;241.5;534.4;71.5;252.6;227.2;51.1;339.7;33.9;62;right
12648;5649.72233;2ul10;6;PiranII M53;PiranII M53, 85-90, 09;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.352;0.118;0.545;0.220;0.087;0.171;0.099;0.154;0.2;1657;1031;375;857;539;222;239;378;5299;1489.1;524.7;1120.6;132.6;294.7;160.5;822.6;853.8;243;187.5;603.1;52.2;230.8;263.9;39.4;398.5;26.1;61.3;right
12649;8248.925542;2ul10;6;PiranII M53;PiranII M53, 85-90, 10;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.396;0.158;0.568;0.297;0.136;0.210;0.161;0.214;0.2;844;511;174;512;286;125;126;192;2769;703.5;278.7;514.1;81.1;129.1;73.3;453.9;459;232.8;136.4;292.8;39.9;120.1;126.1;25.2;184.2;20.3;39.4;right
12650;9409.721551;2ul10;6;PiranII M53;PiranII M53, 85-90, 11;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.416;0.163;0.617;0.305;0.143;0.226;0.170;0.236;0.2;974;612;185;555;308;143;138;226;3140;835;347.5;639.1;104;138.8;85.7;547.4;516.4;242.9;157.4;327;46.8;141.4;143.2;31.9;222.4;24.4;52.5;right
12651;9748.152905;2ul10;6;PiranII M53;PiranII M53, 85-90, 12;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.417;0.137;0.547;0.241;0.111;0.194;0.129;0.177;0.1;1383;753;214;621;407;172;205;252;4007;1199.8;500.1;813.8;111.8;169.7;92.9;638.1;615;245.8;148.3;450.7;49.9;177.5;222.9;34.4;262.6;28.7;46.5;right
12652;7960.606036;2ul10;6;PiranII M53;PiranII M53, 85-90, 13;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.392;0.127;0.570;0.233;0.096;0.179;0.103;0.151;0.2;1294;759;231;594;372;148;161;240;3799;1144.3;448;828.9;105.1;181.2;103.3;541.4;593.2;246.2;138;417.7;40.2;154.6;180.3;27.6;256.7;18.5;38.7;right
12653;10158.73955;2ul10;6;PiranII M53;PiranII M53, 85-90, 14;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.423;0.156;0.512;0.267;0.143;0.182;0.161;0.239;0.2;699;414;130;414;235;119;105;151;2266;574;242.8;418.3;65.4;100.6;51.5;377.4;382.2;233.8;102.2;240;34.4;117.3;105.8;21.3;142;17;34;right
12654;10450.78584;2ul10;6;PiranII M53;PiranII M53, 85-90, 15;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.428;0.160;0.534;0.291;0.134;0.214;0.160;0.212;0.2;1212;715;256;708;457;195;219;318;4080;1029.6;440.3;747.3;119.4;202;107.9;741.9;664.7;242.5;193.3;488.5;65.4;194.9;229.2;41.7;318.5;36.6;67.4;right
12655;8384.319206;2ul10;6;PiranII M53;PiranII M53, 85-90, 16;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.398;0.136;0.573;0.246;0.118;0.202;0.118;0.187;0.2;1147;660;203;569;333;146;145;214;3418;974.4;387.6;689.8;93.6;153.5;87.9;523.5;541.9;237.4;133.4;353.1;41.6;144.2;154.4;29.1;214.2;18.2;40.1;right
12656;7669.028289;2ul10;6;PiranII M53;PiranII M53, 85-90, 17;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.388;0.149;0.589;0.264;0.127;0.190;0.150;0.217;0.2;1098;671;210;533;339;139;161;234;3385;928.9;360.7;685.3;102;155.3;91.4;517.6;495.3;234.8;130.6;352.9;44.9;137.6;164.2;26.1;225.4;24.7;48.8;right
12657;6782.948039;2ul10;6;PiranII M53;PiranII M53, 85-90, 19;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.372;0.133;0.566;0.240;0.110;0.182;0.126;0.179;0.2;1412;879;340;803;475;230;230;378;4747;1261;469.5;950.4;126.3;266.1;150.7;765.4;793.6;245.1;190.7;524.3;57.7;238.6;249.8;43.4;393.4;31.5;70.3;right
12658;8723.471307;2ul10;6;PiranII M53;PiranII M53, 85-90, 20;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.404;0.128;0.543;0.236;0.104;0.236;0.129;0.159;0.2;909;507;171;442;252;118;128;172;2700;988.5;399;686.2;87.8;169.5;92.1;566.7;546.5;305.4;129;348.9;36.3;145.8;173.3;34.4;227;22.4;36;right
12659;7390.474554;2ul10;6;PiranII M53;PiranII M53, 85-90, 21;85-90;90;90;Corbula gibba;;;;NA;NA;NA;0.382;0.117;0.521;0.197;0.069;0.139;0.097;0.123;0.2;2418;1513;642;1412;873;442;411;681;8392;2313.7;883.5;1791.1;209.4;558.1;290.5;1452.4;1559.5;264.4;307.1;1079.3;74.5;513;495;71.4;801.6;47.9;98.7;right
